"No.","Time","Source","Destination","Protocol","Length","Info"
"64858","367.733031","10.0.0.4","10.0.0.6","TCP","574","44176  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64859","367.733052","10.0.0.6","10.0.0.4","TCP","54","0  >  44176 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64864","367.743950","10.0.0.4","10.0.0.6","TCP","574","46458  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64866","367.743975","10.0.0.6","10.0.0.4","TCP","54","0  >  46458 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64867","367.747080","10.0.0.3","10.0.0.6","TCP","574","43432  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64868","367.747112","10.0.0.6","10.0.0.3","TCP","54","0  >  43432 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64878","367.769016","10.0.0.4","10.0.0.6","TCP","1514","46971  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64880","367.769042","10.0.0.6","10.0.0.4","TCP","54","0  >  46971 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64895","367.805372","10.0.0.4","10.0.0.6","TCP","574","47249  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64896","367.805393","10.0.0.6","10.0.0.4","TCP","54","0  >  47249 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64899","367.811054","10.0.0.4","10.0.0.6","TCP","574","49021  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64900","367.811079","10.0.0.6","10.0.0.4","TCP","54","0  >  49021 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64904","367.819278","10.0.0.3","10.0.0.6","TCP","574","44276  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64905","367.819309","10.0.0.6","10.0.0.3","TCP","54","0  >  44276 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64908","367.825763","10.0.0.1","10.0.0.6","TCP","574","60688  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64909","367.825784","10.0.0.6","10.0.0.1","TCP","54","0  >  60688 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64910","367.827186","10.0.0.2","10.0.0.6","TCP","574","28115  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64912","367.827218","10.0.0.6","10.0.0.2","TCP","54","0  >  28115 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64916","367.835307","10.0.0.1","10.0.0.6","TCP","574","63652  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64917","367.835338","10.0.0.6","10.0.0.1","TCP","54","0  >  63652 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64920","367.841871","10.0.0.3","10.0.0.6","TCP","1514","49020  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64921","367.841893","10.0.0.6","10.0.0.3","TCP","54","0  >  49020 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64923","367.844746","10.0.0.3","10.0.0.6","TCP","1514","49153  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64924","367.844760","10.0.0.6","10.0.0.3","TCP","54","0  >  49153 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64931","367.866198","10.0.0.3","10.0.0.6","TCP","574","49353  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64933","367.866202","10.0.0.3","10.0.0.6","TCP","1514","50829  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64934","367.866245","10.0.0.6","10.0.0.3","TCP","54","0  >  49353 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64935","367.866250","10.0.0.6","10.0.0.3","TCP","54","0  >  50829 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64942","367.883463","10.0.0.4","10.0.0.6","TCP","574","49071  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64944","367.883496","10.0.0.6","10.0.0.4","TCP","54","0  >  49071 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64947","367.887232","10.0.0.4","10.0.0.6","TCP","1514","51648  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64948","367.887240","10.0.0.6","10.0.0.4","TCP","54","0  >  51648 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64950","367.889661","10.0.0.4","10.0.0.6","TCP","1514","51649  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64951","367.889669","10.0.0.6","10.0.0.4","TCP","54","0  >  51649 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64952","367.892753","10.0.0.3","10.0.0.6","TCP","1514","51137  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64953","367.892777","10.0.0.6","10.0.0.3","TCP","54","0  >  51137 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64954","367.894506","10.0.0.2","10.0.0.6","TCP","574","32538  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64955","367.894525","10.0.0.6","10.0.0.2","TCP","54","0  >  32538 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64960","367.902297","10.0.0.4","10.0.0.6","TCP","1514","51656  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64961","367.902317","10.0.0.6","10.0.0.4","TCP","54","0  >  51656 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64969","367.919780","10.0.0.2","10.0.0.6","TCP","1514","34344  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64970","367.919801","10.0.0.6","10.0.0.2","TCP","54","0  >  34344 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64971","367.922200","10.0.0.4","10.0.0.6","TCP","1514","52580  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64972","367.922208","10.0.0.6","10.0.0.4","TCP","54","0  >  52580 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64978","367.937235","10.0.0.3","10.0.0.6","TCP","574","51412  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64980","367.937263","10.0.0.6","10.0.0.3","TCP","54","0  >  51412 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64989","367.959434","10.0.0.3","10.0.0.6","TCP","574","53094  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64991","367.959470","10.0.0.6","10.0.0.3","TCP","54","0  >  53094 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64992","367.965027","10.0.0.3","10.0.0.6","TCP","574","55261  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64994","367.965032","10.0.0.3","10.0.0.6","TCP","1514","55266  >  0 [<None>] Seq=1 Win=512 Len=2000"
"64995","367.965103","10.0.0.6","10.0.0.3","TCP","54","0  >  55261 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"64996","367.965107","10.0.0.6","10.0.0.3","TCP","54","0  >  55266 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65003","367.981031","10.0.0.1","10.0.0.6","TCP","574","63657  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65004","367.981077","10.0.0.6","10.0.0.1","TCP","54","0  >  63657 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65005","367.982484","10.0.0.3","10.0.0.6","TCP","1514","55591  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65006","367.982512","10.0.0.6","10.0.0.3","TCP","54","0  >  55591 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65011","367.995635","10.0.0.4","10.0.0.6","TCP","574","52784  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65013","367.995661","10.0.0.6","10.0.0.4","TCP","54","0  >  52784 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65014","367.998520","10.0.0.3","10.0.0.6","TCP","574","55592  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65016","367.998550","10.0.0.6","10.0.0.3","TCP","54","0  >  55592 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65018","368.003356","10.0.0.3","10.0.0.6","TCP","574","56479  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65019","368.003366","10.0.0.6","10.0.0.3","TCP","54","0  >  56479 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65024","368.012270","10.0.0.4","10.0.0.6","TCP","574","55958  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65025","368.012292","10.0.0.6","10.0.0.4","TCP","54","0  >  55958 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65027","368.015906","10.0.0.3","10.0.0.6","TCP","1514","57684  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65028","368.015915","10.0.0.6","10.0.0.3","TCP","54","0  >  57684 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65031","368.023223","10.0.0.4","10.0.0.6","TCP","574","57077  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65032","368.023244","10.0.0.6","10.0.0.4","TCP","54","0  >  57077 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65034","368.026238","10.0.0.4","10.0.0.6","TCP","574","57080  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65035","368.026252","10.0.0.6","10.0.0.4","TCP","54","0  >  57080 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65040","368.038200","10.0.0.4","10.0.0.6","TCP","574","57082  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65042","368.038232","10.0.0.6","10.0.0.4","TCP","54","0  >  57082 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65043","368.040449","10.0.0.2","10.0.0.6","TCP","574","34921  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65044","368.040491","10.0.0.6","10.0.0.2","TCP","54","0  >  34921 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65055","368.065454","10.0.0.2","10.0.0.6","TCP","574","39064  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65056","368.065472","10.0.0.6","10.0.0.2","TCP","54","0  >  39064 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65058","368.068940","10.0.0.3","10.0.0.6","TCP","574","57883  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65059","368.068973","10.0.0.6","10.0.0.3","TCP","54","0  >  57883 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65062","368.074861","10.0.0.4","10.0.0.6","TCP","574","57402  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65063","368.074891","10.0.0.6","10.0.0.4","TCP","54","0  >  57402 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65067","368.081851","10.0.0.3","10.0.0.6","TCP","574","60244  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65068","368.081863","10.0.0.6","10.0.0.3","TCP","54","0  >  60244 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65070","368.086203","10.0.0.3","10.0.0.6","TCP","574","60249  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65072","368.086227","10.0.0.6","10.0.0.3","TCP","54","0  >  60249 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65073","368.086714","10.0.0.2","10.0.0.6","TCP","1514","39893  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65074","368.086731","10.0.0.6","10.0.0.2","TCP","54","0  >  39893 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65078","368.097003","10.0.0.3","10.0.0.6","TCP","574","60852  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65080","368.097027","10.0.0.6","10.0.0.3","TCP","54","0  >  60852 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65081","368.098789","10.0.0.3","10.0.0.6","TCP","1514","61228  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65082","368.098819","10.0.0.6","10.0.0.3","TCP","54","0  >  61228 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65083","368.102250","10.0.0.4","10.0.0.6","TCP","1514","60479  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65084","368.102274","10.0.0.6","10.0.0.4","TCP","54","0  >  60479 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65085","368.103082","10.0.0.2","10.0.0.6","TCP","574","40743  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65086","368.103095","10.0.0.6","10.0.0.2","TCP","54","0  >  40743 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65094","368.121505","10.0.0.4","10.0.0.6","TCP","574","60778  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65095","368.121525","10.0.0.6","10.0.0.4","TCP","54","0  >  60778 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65103","368.138352","10.0.0.4","10.0.0.6","TCP","574","61673  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65105","368.138355","10.0.0.4","10.0.0.6","TCP","1514","61675  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65106","368.138380","10.0.0.6","10.0.0.4","TCP","54","0  >  61673 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65107","368.138384","10.0.0.6","10.0.0.4","TCP","54","0  >  61675 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65112","368.151026","10.0.0.4","10.0.0.6","TCP","574","61678  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65114","368.151056","10.0.0.6","10.0.0.4","TCP","54","0  >  61678 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65119","368.164072","10.0.0.2","10.0.0.6","TCP","574","41015  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65120","368.164094","10.0.0.6","10.0.0.2","TCP","54","0  >  41015 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65130","368.188223","10.0.0.4","10.0.0.6","TCP","574","61808  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65132","368.188248","10.0.0.6","10.0.0.4","TCP","54","0  >  61808 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65133","368.191105","10.0.0.4","10.0.0.6","TCP","574","63869  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65134","368.191106","10.0.0.3","10.0.0.6","TCP","574","61744  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65135","368.191120","10.0.0.6","10.0.0.4","TCP","54","0  >  63869 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65136","368.191122","10.0.0.6","10.0.0.3","TCP","54","0  >  61744 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65138","368.195054","10.0.0.3","10.0.0.6","TCP","574","65516  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65139","368.195095","10.0.0.6","10.0.0.3","TCP","54","0  >  65516 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65143","368.199548","10.0.0.4","10.0.0.6","TCP","1514","63875  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65144","368.199584","10.0.0.6","10.0.0.4","TCP","54","0  >  63875 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65150","368.213472","10.0.0.3","10.0.0.6","TCP","1514","65521  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65151","368.213494","10.0.0.6","10.0.0.3","TCP","54","0  >  65521 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65155","368.223107","10.0.0.3","10.0.0.6","TCP","574","12  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65156","368.223144","10.0.0.6","10.0.0.3","TCP","54","0  >  12 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65158","368.226902","10.0.0.4","10.0.0.6","TCP","574","63876  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65160","368.226963","10.0.0.6","10.0.0.4","TCP","54","0  >  63876 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65163","368.233883","10.0.0.1","10.0.0.6","TCP","574","1437  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65164","368.233958","10.0.0.6","10.0.0.1","TCP","54","0  >  1437 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65170","368.247583","10.0.0.1","10.0.0.6","TCP","574","8724  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65171","368.247607","10.0.0.6","10.0.0.1","TCP","54","0  >  8724 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65176","368.260028","10.0.0.3","10.0.0.6","TCP","574","1176  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65178","368.260048","10.0.0.6","10.0.0.3","TCP","54","0  >  1176 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65181","368.266030","10.0.0.3","10.0.0.6","TCP","574","[TCP Previous segment not captured] 2683  >  0 [<None>] Seq=15463224 Win=512 Len=2000"
"65182","368.266053","10.0.0.6","10.0.0.3","TCP","54","[TCP ACKed unseen segment] 0  >  2683 [RST, ACK] Seq=1 Ack=15465224 Win=0 Len=0"
"65188","368.279507","10.0.0.3","10.0.0.6","TCP","574","2876  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65189","368.279537","10.0.0.6","10.0.0.3","TCP","54","0  >  2876 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65199","368.303065","10.0.0.2","10.0.0.6","TCP","574","41801  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65201","368.303123","10.0.0.6","10.0.0.2","TCP","54","0  >  41801 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65208","368.319109","10.0.0.4","10.0.0.6","TCP","574","65041  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65209","368.319139","10.0.0.6","10.0.0.4","TCP","54","0  >  65041 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65215","368.330440","10.0.0.4","10.0.0.6","TCP","1514","3830  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65216","368.330466","10.0.0.6","10.0.0.4","TCP","54","0  >  3830 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65217","368.332866","10.0.0.1","10.0.0.6","TCP","574","10389  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65218","368.332882","10.0.0.6","10.0.0.1","TCP","54","0  >  10389 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65222","368.342069","10.0.0.2","10.0.0.6","TCP","1514","47190  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65223","368.342090","10.0.0.6","10.0.0.2","TCP","54","0  >  47190 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65224","368.344903","10.0.0.3","10.0.0.6","TCP","574","3241  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65226","368.344938","10.0.0.6","10.0.0.3","TCP","54","0  >  3241 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65236","368.368761","10.0.0.4","10.0.0.6","TCP","574","3832  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65237","368.368792","10.0.0.6","10.0.0.4","TCP","54","0  >  3832 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65241","368.377520","10.0.0.2","10.0.0.6","TCP","574","49128  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65243","368.377569","10.0.0.6","10.0.0.2","TCP","54","0  >  49128 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65252","368.399381","10.0.0.3","10.0.0.6","TCP","574","6263  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65254","368.399407","10.0.0.6","10.0.0.3","TCP","54","0  >  6263 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65256","368.401802","10.0.0.3","10.0.0.6","TCP","1514","8600  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65257","368.401812","10.0.0.6","10.0.0.3","TCP","54","0  >  8600 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65259","368.407151","10.0.0.3","10.0.0.6","TCP","1514","8795  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65260","368.407172","10.0.0.6","10.0.0.3","TCP","54","0  >  8795 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65263","368.412423","10.0.0.4","10.0.0.6","TCP","574","5040  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65264","368.412439","10.0.0.6","10.0.0.4","TCP","54","0  >  5040 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65265","368.413634","10.0.0.2","10.0.0.6","TCP","1514","50089  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65266","368.413642","10.0.0.6","10.0.0.2","TCP","54","0  >  50089 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65273","368.427645","10.0.0.4","10.0.0.6","TCP","1514","7612  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65274","368.427711","10.0.0.6","10.0.0.4","TCP","54","0  >  7612 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65280","368.441362","10.0.0.3","10.0.0.6","TCP","574","8869  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65281","368.441383","10.0.0.6","10.0.0.3","TCP","54","0  >  8869 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65284","368.447309","10.0.0.3","10.0.0.6","TCP","574","11584  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65286","368.447333","10.0.0.6","10.0.0.3","TCP","54","0  >  11584 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65291","368.456617","10.0.0.3","10.0.0.6","TCP","1514","11591  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65292","368.456639","10.0.0.6","10.0.0.3","TCP","54","0  >  11591 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65295","368.463646","10.0.0.4","10.0.0.6","TCP","574","7821  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65296","368.463670","10.0.0.6","10.0.0.4","TCP","54","0  >  7821 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65300","368.470511","10.0.0.2","10.0.0.6","TCP","1514","51745  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65301","368.470538","10.0.0.6","10.0.0.2","TCP","54","0  >  51745 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65302","368.474746","10.0.0.4","10.0.0.6","TCP","574","9740  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65304","368.474782","10.0.0.6","10.0.0.4","TCP","54","0  >  9740 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65310","368.488546","10.0.0.2","10.0.0.6","TCP","574","52575  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65311","368.488569","10.0.0.6","10.0.0.2","TCP","54","0  >  52575 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65313","368.492276","10.0.0.4","10.0.0.6","TCP","574","9742  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65314","368.492317","10.0.0.6","10.0.0.4","TCP","54","0  >  9742 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65316","368.493449","10.0.0.4","10.0.0.6","TCP","1514","9786  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65317","368.493471","10.0.0.6","10.0.0.4","TCP","54","0  >  9786 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65325","368.513400","10.0.0.4","10.0.0.6","TCP","574","9851  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65326","368.513456","10.0.0.6","10.0.0.4","TCP","54","0  >  9851 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65328","368.514714","10.0.0.4","10.0.0.6","TCP","1514","11172  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65329","368.514737","10.0.0.6","10.0.0.4","TCP","54","0  >  11172 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65330","368.517012","10.0.0.3","10.0.0.6","TCP","574","11695  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65331","368.517024","10.0.0.6","10.0.0.3","TCP","54","0  >  11695 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65339","368.535030","10.0.0.3","10.0.0.6","TCP","574","[TCP Spurious Retransmission] 12903  >  0 [<None>] Seq=3620204094 Win=512 Len=2000"
"65340","368.535058","10.0.0.6","10.0.0.3","TCP","54","0  >  12903 [RST, ACK] Seq=1 Ack=3620206094 Win=0 Len=0"
"65343","368.542907","10.0.0.3","10.0.0.6","TCP","1514","13808  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65345","368.542937","10.0.0.6","10.0.0.3","TCP","54","0  >  13808 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65348","368.550587","10.0.0.4","10.0.0.6","TCP","574","11973  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65349","368.550613","10.0.0.6","10.0.0.4","TCP","54","0  >  11973 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65357","368.568708","10.0.0.4","10.0.0.6","TCP","574","13741  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65358","368.568732","10.0.0.6","10.0.0.4","TCP","54","0  >  13741 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65361","368.576191","10.0.0.4","10.0.0.6","TCP","574","13746  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65363","368.576195","10.0.0.4","10.0.0.6","TCP","1514","14035  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65364","368.576234","10.0.0.6","10.0.0.4","TCP","54","0  >  13746 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65365","368.576239","10.0.0.6","10.0.0.4","TCP","54","0  >  14035 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65367","368.580935","10.0.0.2","10.0.0.6","TCP","574","52656  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65368","368.580944","10.0.0.6","10.0.0.2","TCP","54","0  >  52656 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65374","368.595147","10.0.0.3","10.0.0.6","TCP","574","14439  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65376","368.595175","10.0.0.6","10.0.0.3","TCP","54","0  >  14439 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65382","368.609507","10.0.0.4","10.0.0.6","TCP","574","14534  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65383","368.609528","10.0.0.6","10.0.0.4","TCP","54","0  >  14534 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65392","368.629956","10.0.0.3","10.0.0.6","TCP","574","17243  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65393","368.629980","10.0.0.6","10.0.0.3","TCP","54","0  >  17243 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65395","368.635087","10.0.0.3","10.0.0.6","TCP","574","19769  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65397","368.635104","10.0.0.6","10.0.0.3","TCP","54","0  >  19769 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65413","368.674969","10.0.0.3","10.0.0.6","TCP","574","20169  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65415","368.674994","10.0.0.6","10.0.0.3","TCP","54","0  >  20169 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65418","368.682751","10.0.0.4","10.0.0.6","TCP","574","16320  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65419","368.682779","10.0.0.6","10.0.0.4","TCP","54","0  >  16320 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65432","368.714029","10.0.0.4","10.0.0.6","TCP","574","20224  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65434","368.714054","10.0.0.6","10.0.0.4","TCP","54","0  >  20224 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
"65439","368.726312","10.0.0.3","10.0.0.6","TCP","574","23756  >  0 [<None>] Seq=1 Win=512 Len=2000"
"65440","368.726334","10.0.0.6","10.0.0.3","TCP","54","0  >  23756 [RST, ACK] Seq=1 Ack=2001 Win=0 Len=0"
